cidade,categoria,ofensor
* BRASIL *,DTH - Canal,Globo Fortaleza HD
* BRASIL *,DTH - Canal,HBO Family SD
* BRASIL *,DTH - Canal,Space SD
* BRASIL *,DTH - Canal,TV Aparecida
* BRASIL *,DTH - CANAL,Todo LineUp
* BRASIL *,DTH - Canal,E! HD
* BRASIL *,DTH - Canal,ZooMoo HD
* BRASIL *,DTH - Canal,HBO Extreme HD
* BRASIL *,DTH - Canal,SBT ANALÓGICO - STARONE
* BRASIL *,DTH - Canal,Band Sports SD
* BRASIL *,DTH - Canal,Discovery Theater HD
* BRASIL *,DTH - Canal,Globo Campinas SD
* BRASIL *,DTH - Canal,HBO 2 HD
* BRASIL *,DTH - Canal,Paramount SD
* BRASIL *,DTH - Canal,Sony HD
* BRASIL *,DTH - Canal,TNT SD
* BRASIL *,DTH - Canal,Globo Manaus HD
* BRASIL *,DTH - Canal,Premiere 7 HD
* BRASIL *,DTH - Canal,CNN Brasil SD
* BRASIL *,DTH - Canal,SHOPTIME - STARONE
* BRASIL *,DTH - Canal,Band
* BRASIL *,DTH - Canal,Discovery H&H SD
* BRASIL *,DTH - Canal,Globo Belo Horizonte SD
* BRASIL *,DTH - Canal,GNT SD
* BRASIL *,DTH - Canal,OFF HD
* BRASIL *,DTH - Canal,Sextreme
* BRASIL *,DTH - Canal,TLC HD
* BRASIL *,DTH - Canal,Nickelodeon HD
* BRASIL *,DTH - Canal,Ra Tim Bum HD
* BRASIL *,DTH - Canal,Premiere Clubes SD
* BRASIL *,DTH - Canal,TVE MS - STARONE
* BRASIL *,DTH - Canal,Arte 1
* BRASIL *,DTH - Canal,Discovery Ch.HD
* BRASIL *,DTH - Canal,Globo Belém HD
* BRASIL *,DTH - Canal,Gloob HD
* BRASIL *,DTH - Canal,NHK Premium
* BRASIL *,DTH - Canal,REDE VIDA
* BRASIL *,DTH - Canal,Terra Viva
* BRASIL *,DTH - Canal,TNT Séries
* BRASIL *,DTH - Canal,Discovery Science HD
* BRASIL *,DTH - Canal,Mais Globosat HD
* BRASIL *,DTH - Canal,Star Life HD
* BRASIL *,DTH - Canal,A&E HD
* BRASIL *,DTH - Canal,Comedy Central
* BRASIL *,DTH - Canal,FX SD
* BRASIL *,DTH - Canal,Globo Sorocaba
* BRASIL *,DTH - Canal,Nat Geo Wild HD
* BRASIL *,DTH - Canal,REDE BRASIL
* BRASIL *,DTH - Canal,TC Touch HD
* BRASIL *,DTH - Canal,Jogo Tetris
* BRASIL *,DTH - Canal,TBS HD
* BRASIL *,DTH - Canal,CGTN HD
* BRASIL *,DTH - Canal,Star Channel
* BRASIL *,DTH - Canal,CNT
* BRASIL *,DTH - Canal,Fox Sports SD
* BRASIL *,DTH - Canal,Globo São José dos Campos
* BRASIL *,DTH - Canal,Multishow_ HD
* BRASIL *,DTH - Canal,RAI
* BRASIL *,DTH - Canal,TC Pipoca SD
* BRASIL *,DTH - Canal,Warner SD
* BRASIL *,DTH - Canal,Nick JR HD
* BRASIL *,DTH - Canal,Boa Vontade TV
* BRASIL *,DTH - Canal,Conmebol TV 2 HD
* BRASIL *,DTH - Canal,Cinemax SD
* BRASIL *,DTH - Canal,Fox SD
* BRASIL *,DTH - Canal,Globo Santos
* BRASIL *,DTH - Canal,MTV HD
* BRASIL *,DTH - Canal,Premiere 9
* BRASIL *,DTH - Canal,TC Fun HD
* BRASIL *,DTH - Canal,Viva HD
* BRASIL *,DTH - Canal,PREMIERE 6 HD
* BRASIL *,DTH - Canal,ZooMoo SD
* BRASIL *,DTH - Canal,Conmebol TV 3 SD
* BRASIL *,DTH - Canal,CARIOCA 2
* BRASIL *,DTH - Canal,Canal Rural
* BRASIL *,DTH - Canal,Fibra Tangua
* BRASIL *,DTH - Canal,Globo Rio de Janeiro SD
* BRASIL *,DTH - Canal,MegaPix HD
* BRASIL *,DTH - Canal,Premiere 6
* BRASIL *,DTH - Canal,TC Action SD
* BRASIL *,DTH - Canal,UNIVERSAL TV HD
* BRASIL *,DTH - Canal,ARTE 1 HD
* BRASIL *,DTH - Canal,CANAL DO BOI
* BRASIL *,DTH - Canal,MTV 00s HD
* BRASIL *,DTH - Canal,ESPN 4 HD
* BRASIL *,DTH - Canal,Canal Claro HD
* BRASIL *,DTH - Canal,ESPN Brasil SD
* BRASIL *,DTH - Canal,Globo Recife SD
* BRASIL *,DTH - Canal,ID SD
* BRASIL *,DTH - Canal,Premiere 4 SD
* BRASIL *,DTH - Canal,SyFy
* BRASIL *,DTH - Canal,TV Justiça
* BRASIL *,DTH - Canal,Band News HD
* BRASIL *,DTH - Canal,SBT HD
* BRASIL *,DTH - Canal,Gloobinho SD
* BRASIL *,DTH - Canal,CARTOONITO HD
* BRASIL *,DTH - Canal,Blackout SPORTV2 SD
* BRASIL *,DTH - Canal,E!
* BRASIL *,DTH - Canal,Globo Porto Alegre HD
* BRASIL *,DTH - Canal,HBO Signature HD
* BRASIL *,DTH - Canal,Premiere 3 HD
* BRASIL *,DTH - Canal,SporTV HD
* BRASIL *,DTH - Canal,TV Escola
* BRASIL *,DTH - Canal,LifeTime HD
* BRASIL *,DTH - Canal,Film & Arts HD
* BRASIL *,DTH - Canal,CLARO BOX Globosat
* BRASIL *,DTH - Canal,CANAL RURAL - STARONE
* BRASIL *,DTH - Canal,BIS SD
* BRASIL *,DTH - Canal,Disney JR
* BRASIL *,DTH - Canal,Globo Goiânia
* BRASIL *,DTH - Canal,HBO Plus HD
* BRASIL *,DTH - Canal,SporTV 2 SD
* BRASIL *,DTH - Canal,TV Câmara
* BRASIL *,DTH - Canal,Nat Geo Wild
* BRASIL *,DTH - Canal,Polishop HD
* BRASIL *,DTH - Canal,HBO Pop HD
* BRASIL *,DTH - Canal,SBT ANALÓGICO - STARONE
* BRASIL *,DTH - Canal,BBB Mosaico
* BRASIL *,DTH - Canal,Discovery Turbo SD
* BRASIL *,DTH - Canal,Globo Curitiba
* BRASIL *,DTH - Canal,HBO Family HD
* BRASIL *,DTH - Canal,Polishop
* BRASIL *,DTH - Canal,Space HD
* BRASIL *,DTH - Canal,TruTV
* BRASIL *,DTH - Canal,Animal Planet HD
* BRASIL *,DTH - Canal,AMC HD
* BRASIL *,DTH - Canal,HBO Mundi SD
* BRASIL *,DTH - Canal,IDEAL - STARONE
* BRASIL *,DTH - Canal,Band Sports HD
* BRASIL *,DTH - Canal,Discovery Kids SD
* BRASIL *,DTH - Canal,Globo Campinas HD
* BRASIL *,DTH - Canal,H2 SD
* BRASIL *,DTH - Canal,Paramount HD
* BRASIL *,DTH - Canal,SIC
* BRASIL *,DTH - Canal,TNT HD
* BRASIL *,DTH - Canal,Globo Curitiba HD
* BRASIL *,DTH - Canal,Futura HD
* BRASIL *,DTH - Canal,CNN Brasil HD
* BRASIL *,DTH - Canal,ALERC - STARONE
* BRASIL *,DTH - Canal,AXN SD
* BRASIL *,DTH - Canal,Discovery H&H HD
* BRASIL *,DTH - Canal,Globo Belo Horizonte HD
* BRASIL *,DTH - Canal,GNT HD
* BRASIL *,DTH - Canal,Nickelodeon
* BRASIL *,DTH - Canal,SBT
* BRASIL *,DTH - Canal,THC SD
* BRASIL *,DTH - Canal,Cartoon HD
* BRASIL *,DTH - Canal,Nat Geo Kids HD
* BRASIL *,DTH - Canal,Premiere Clubes HD
* BRASIL *,DTH - Canal,TVE PR - STARONE
* BRASIL *,DTH - Canal,Animal Planet
* BRASIL *,DTH - Canal,Deutsche Welle
* BRASIL *,DTH - Canal,Globo Bauru SD
* BRASIL *,DTH - Canal,GloboNews SD
* BRASIL *,DTH - Canal,National Geographic SD
* BRASIL *,DTH - CAS,Provisionamento
* BRASIL *,DTH - CAS,HITEXPRESS
* BRASIL *,DTH - CAS,Software
* BRASIL *,DTH - Dados e Voz,Provisionamento
* BRASIL *,DTH - Dados e Voz,Transmissão
* BRASIL *,DTH - Dados e Voz,Sistema
* BRASIL *,DTH - Evento climático,Regional
* BRASIL *,DTH - Interferência Solar,Interferência Solar
* BRASIL *,DTH - Link/SAT,Globo Brasília PLK2
* BRASIL *,DTH - Link/SAT,Globo São Carlos PLK1
* BRASIL *,DTH - Link/SAT,Globo Belo Horizonte PLK1
* BRASIL *,DTH - Link/SAT,Globo Santos NETVX
* BRASIL *,DTH - Link/SAT,Globo Bauru PLK2
* BRASIL *,DTH - Link/SAT,Globo Rio de Janeiro PLK1
* BRASIL *,DTH - Link/SAT,Fibra Campo Grande
* BRASIL *,DTH - Link/SAT,Globo Ribeirão Preto PLK2
* BRASIL *,DTH - Link/SAT,Globo Recife PLK1
* BRASIL *,DTH - Link/SAT,Globo Porto Alegre PLK1
* BRASIL *,DTH - Link/SAT,Link FOX
* BRASIL *,DTH - Link/SAT,Globo Manaus SAT
* BRASIL *,DTH - Link/SAT,Link Globosat 1Gb
* BRASIL *,DTH - Link/SAT,Globo Goiás PLK2
* BRASIL *,DTH - Link/SAT,Globo Sorocaba PLK2
* BRASIL *,DTH - Link/SAT,Globo Fortaleza PLK1
* BRASIL *,DTH - Link/SAT,Globo São Paulo NETVX
* BRASIL *,DTH - Link/SAT,Globo Cuiabá SAT
* BRASIL *,DTH - Link/SAT,Globo São José dos Campos PLK2
* BRASIL *,DTH - Link/SAT,Globo Campinas PLK1
* BRASIL *,DTH - Link/SAT,Globo São José do Rio Preto PLK1
* BRASIL *,DTH - Link/SAT,Globo Brasília PLK1
* BRASIL *,DTH - Link/SAT,Globo Santos PLK2
* BRASIL *,DTH - Link/SAT,Globo Belém SAT
* BRASIL *,DTH - Link/SAT,Globo Salvador SAT
* BRASIL *,DTH - Link/SAT,Globo Bauru PLK1
* BRASIL *,DTH - Link/SAT,Globo Rio de Janeiro NETVX
* BRASIL *,DTH - Link/SAT,Fibra 3ª via padtec
* BRASIL *,DTH - Link/SAT,Globo Ribeirão Preto PLK1
* BRASIL *,DTH - Link/SAT,Globo Porto Alegre SAT
* BRASIL *,DTH - Link/SAT,Link Digilab
* BRASIL *,DTH - Link/SAT,Globo Natal SAT
* BRASIL *,DTH - Link/SAT,Globo São José do Rio Preto PLK2
* BRASIL *,DTH - Link/SAT,Globo Manaus PLK1
* BRASIL *,DTH - Link/SAT,Link Globosat 155M
* BRASIL *,DTH - Link/SAT,Globo Goiás PLK1
* BRASIL *,DTH - Link/SAT,Globo Sorocaba PLK1
* BRASIL *,DTH - Link/SAT,Globo Curitiba PLK2
* BRASIL *,DTH - Link/SAT,Globo São Paulo NAC
* BRASIL *,DTH - Link/SAT,Globo Cuiabá PLK1
* BRASIL *,DTH - Link/SAT,Globo São José dos Campos PLK1
* BRASIL *,DTH - Link/SAT,Globo Campinas NETVX
* BRASIL *,DTH - Link/SAT,Globo São Carlos PLK2
* BRASIL *,DTH - Link/SAT,Globo Belo Horizonte SAT
* BRASIL *,DTH - Link/SAT,Globo Santos PLK1
* BRASIL *,DTH - Link/SAT,Globo Belém PLK1
* BRASIL *,DTH - Link/SAT,Globo Salvador PLK1
* BRASIL *,DTH - Link/SAT,Fibra Recreio
* BRASIL *,DTH - Link/SAT,Globo Rio de Janeiro NAC
* BRASIL *,DTH - Link/SAT,Globo Recife SAT
* BRASIL *,DTH - Link/SAT,Globo Porto Alegre PLK2
* BRASIL *,DTH - Link/SAT,Link DCM
* BRASIL *,DTH - Link/SAT,Globo Natal PLK1
* BRASIL *,DTH - Link/SAT,Link Globosat 8M
* BRASIL *,DTH - Link/SAT,Globo Goiás SAT
* BRASIL *,DTH - Link/SAT,Link Campinas 10M
* BRASIL *,DTH - Link/SAT,Globo Fortaleza SAT
* BRASIL *,DTH - Link/SAT,Globo São Paulo PLK1
* BRASIL *,DTH - Link/SAT,Globo Curitiba PLK1
* BRASIL *,DTH - Link/SAT,Globo São José dos Campos SAT
* BRASIL *,DTH - Link/SAT,Globo Campinas PLK2
* BRASIL *,DTH - Link/SAT,Globo São José do Rio Preto SAT
* BRASIL *,DTH - NOW Online,Conteúdo
* BRASIL *,DTH - NOW Online,Sistema
* BRASIL *,DTH - Playout,Blend SD2
* BRASIL *,DTH - Playout,Blend HD1
* BRASIL *,DTH - Playout,MORPHO2
* BRASIL *,DTH - Playout,Blend SD1
* BRASIL *,DTH - Playout,MORPHO1
* BRASIL *,DTH - Playout,Blend HD2
* BRASIL *,DTH - Radio,Baladas
* BRASIL *,DTH - Radio,Rádio Globo SP
* BRASIL *,DTH - Radio,Anos 80
* BRASIL *,DTH - Radio,Rádio Disney
* BRASIL *,DTH - Radio,Rádio Clube do Pará
* BRASIL *,DTH - Radio,Rádio Band News FM
* BRASIL *,DTH - Radio,Pagode
* BRASIL *,DTH - Radio,JOVEM PAN AM
* BRASIL *,DTH - Radio,MPB
* BRASIL *,DTH - Radio,BH FM
* BRASIL *,DTH - Radio,Kids
* BRASIL *,DTH - Radio,Rádio CBN MG
* BRASIL *,DTH - Radio,Hip Hop
* BRASIL *,DTH - Radio,Sucessos
* BRASIL *,DTH - Radio,Festa
* BRASIL *,DTH - Radio,Samba de Raíz
* BRASIL *,DTH - Radio,Easy Listening
* BRASIL *,DTH - Radio,Rádio Nativa FM
* BRASIL *,DTH - Radio,Bossa Nova
* BRASIL *,DTH - Radio,Rádio Jovem Pan AM
* BRASIL *,DTH - Radio,Axé
* BRASIL *,DTH - Radio,Rádio Globo RJ
* BRASIL *,DTH - Radio,Anos 70
* BRASIL *,DTH - Radio,Rádio Cultura FM
* BRASIL *,DTH - Radio,Rádio CBN SP
* BRASIL *,DTH - Radio,Rádio Atlantida FM
* BRASIL *,DTH - Radio,New Rock
* BRASIL *,DTH - Radio,ELDORADO BRASIL 3000
* BRASIL *,DTH - Radio,Lounge
* BRASIL *,DTH - Radio,Rádio CBN RJ
* BRASIL *,DTH - Radio,Jazz Contemporâneo
* BRASIL *,DTH - Radio,Rádio Globo MG
* BRASIL *,DTH - Radio,Gospel
* BRASIL *,DTH - Radio,Standards
* BRASIL *,DTH - Radio,Estadão ESPN
* BRASIL *,DTH - Radio,Rock Clássico
* BRASIL *,DTH - Radio,Disco
* BRASIL *,DTH - Radio,Rádio Mix FM
* BRASIL *,DTH - Radio,Blues
* BRASIL *,DTH - Radio,Rádio Itatiaia AM/FM
* BRASIL *,DTH - Radio,Anos 90
* BRASIL *,DTH - Radio,Rádio Gaucha
* BRASIL *,DTH - Radio,Anos 60
* BRASIL *,DTH - Radio,Rádio Cultura AM
* BRASIL *,DTH - Radio,Rádio Canção Nova AM
* BRASIL *,DTH - Radio,R&B
* BRASIL *,DTH - Radio,JOVEM PAN FM
* BRASIL *,DTH - Radio,Música Eletrônica
* BRASIL *,DTH - Radio,ELDORADO BRASIL 300
* BRASIL *,DTH - Radio,Latina
* BRASIL *,DTH - Radio,Rádio CBN Brasília
* BRASIL *,DTH - Radio,Jazz Clássico
* BRASIL *,DTH - Radio,Trilhas Sonoras
* BRASIL *,DTH - Radio,Forró
* BRASIL *,DTH - Radio,Sertanejo
* BRASIL *,DTH - Radio,Eldorado Brasil
* BRASIL *,DTH - Radio,Reggae
* BRASIL *,DTH - Radio,Clássica
* BRASIL *,DTH - Radio,Rádio Jovem Pan FM
* BRASIL *,DTH - UHF,Regional
* BRASIL *,DTH - Uplink,Teleporto TNG C4
* BRASIL *,DTH - Uplink,Satélite C2
* BRASIL *,DTH - Uplink,Teleporto Guba C4
* BRASIL *,DTH - Uplink,Teleporto TNG C2
* BRASIL *,DTH - Uplink,Teleporto Guba C2
* BRASIL *,DTH - Uplink,Satélite C4
* BRASIL *,Geradora,Parada Técnica
* BRASIL *,Geradora,Intermitência
* BRASIL *,Geradora,Jogos Olimpicos 2016
* BRASIL *,Geradora,Falha no audio
* BRASIL *,Geradora,LEGENDA
* BRASIL *,GloboSat,GLOBOPLAY
* BRASIL *,GloboSat,PREMIERE PLAY
* BRASIL *,HeadEnd,Olimpíadas Rio 2016
* BRASIL *,HeadEnd,CLARO BOX
* BRASIL *,HeadEnd,Jogos Olímpicos Rio 2016
* BRASIL *,HeadEnd,APP
* BRASIL *,Infra Estrutura,TWITTER
* BRASIL *,Infra Estrutura,JOGOS OLÍMPICOS RIO 2016
* BRASIL *,Infra Estrutura,REDE HFC
* BRASIL *,Infra Estrutura,LINKEDIN
* BRASIL *,Infra Estrutura,QUEDA DE ENERGIA REGIÃO
* BRASIL *,Interatividade,CLIMA TEMPO
* BRASIL *,Interatividade,CLARO VIDEO
* BRASIL *,Interatividade,GRAVAÇÃO HDD
* BRASIL *,Interatividade,TV JUSTIÇA
* BRASIL *,Interatividade,APP MINH CLARO
* BRASIL *,Interatividade,CLARO TV MAIS
* BRASIL *,Interatividade,CANAL 220
* BRASIL *,Interatividade,BHZ
* BRASIL *,Interatividade,MINIGUIA
* BRASIL *,Interatividade,CRIANÇA ESPERANÇA
* BRASIL *,Interatividade,INTERATIVIDADE
* BRASIL *,Interatividade,CLARO BOX
* BRASIL *,Interatividade,CLOUD DVR.
* BRASIL *,Interatividade,EURO CHANNEL
* BRASIL *,Interatividade,REPLAYTV
* BRASIL *,Interatividade,TV BRASIL 2
* BRASIL *,Interatividade,POA
* BRASIL *,Interatividade,DESTAQUE | BANNER
* BRASIL *,Interatividade,253 CARTOON GAMES
* BRASIL *,Interatividade,PORTAL NET MÚSICA
* BRASIL *,Interatividade,CLARO MUSICA
* BRASIL *,Interatividade,Horário de Verão
* BRASIL *,Interatividade,VALIDA RETORNO
* BRASIL *,Interatividade,BANNER PORTAL
* BRASIL *,Interatividade,CLOUD DVR
* BRASIL *,Interatividade,RECORD NEWS
* BRASIL *,Interatividade,APP MINHA CLARO
* BRASIL *,Interatividade,AUTO HIT
* BRASIL *,Interatividade,AutoHit
* BRASIL *,Interatividade,TV BRASIL 1
* BRASIL *,Interatividade,NETFLIX
* BRASIL *,Interatividade,SPO
* BRASIL *,Interatividade,Net Música
* BRASIL *,Interatividade,Net Games
* BRASIL *,Link,Aeroporto CGH
* BRASIL *,Link,Claro
* BRASIL *,Link,WIFI
* BRASIL *,Link,Aeroporto GRU
* BRASIL *,Links,NETFONE
* BRASIL *,Links,YOUTUBE
* BRASIL *,Links,PORTAL TERRA
* BRASIL *,Links,SPOTIFY
* BRASIL *,Links,WHATSAPP
* BRASIL *,Links,Jogos Olímpicos Rio 2016
* BRASIL *,Links,SITES DE BANCOS
* BRASIL *,Links,CAIXA ECONOMICA FEDERAL
* BRASIL *,Links,Jogos Olímpicos Rio 2016
* BRASIL *,Links,SCALEWAY
* BRASIL *,Links,UOL
* BRASIL *,Links,QWILT
* BRASIL *,Links,GPON
* BRASIL *,Links,SPO-GOOGLE-UOL-LNK2
* BRASIL *,Links,ENLACE SÃO PAULO PENHA X INGLESES
* BRASIL *,Links,JOGOS
* BRASIL *,Links,AMAZON
* BRASIL *,Links,TWITCH
* BRASIL *,Links,566 - SPORTS
* BRASIL *,Links,AZUL LINHAS AEREAS
* BRASIL *,Links,FACEBOOK
* BRASIL *,Links,BRASILBANDALARGA
* BRASIL *,Links,BACKBONE
* BRASIL *,Links,Instagram
* BRASIL *,Links,TWITTER
* BRASIL *,Links,LINKEDIN.COM.BR
* BRASIL *,Links,MICROSOFT
* BRASIL *,Links,SITE RECEITA FEDERAL
* BRASIL *,Links,SPO-GOOGLE-UOL-LNK1
* BRASIL *,Links,Banco Santander
* BRASIL *,Links,Whatsap
* BRASIL *,Links,NSPORTS - 566
* BRASIL *,Links,GLOBO.COM
* BRASIL *,Links,IPV6
* BRASIL *,Links,CLOUDFLARE
* BRASIL *,Links,SPOLAPSWH01 x NEXUS9K-E
* BRASIL *,Não Definida,PROVISIONING
* BRASIL *,Não Definida,Jogos Olimpicos 2016
* BRASIL *,Não Definida,Banco
* BRASIL *,Não Definida,MICROSOFT
* BRASIL *,NOW,Alvorada
* BRASIL *,NOW,Arraial do Cabo
* BRASIL *,NOW,Araras
* BRASIL *,NOW,TRAXIS
* BRASIL *,NOW,Araguari
* BRASIL *,NOW,STREAM
* BRASIL *,NOW,Apucarana
* BRASIL *,NOW,Anápolis
* BRASIL *,NOW,Almirante Tamandaré
* BRASIL *,NOW,NOW ALL IP
* BRASIL *,NOW,NOW ONLINE - AO VIVO
* BRASIL *,NOW,Aruja
* BRASIL *,NOW,Armação dos Búzios
* BRASIL *,NOW,Araraquara
* BRASIL *,NOW,FAVORITOS
* BRASIL *,NOW,GENIE
* BRASIL *,NOW,Araçatuba
* BRASIL *,NOW,Aparecida de Goiânia
* BRASIL *,NOW,Ananindeua
* BRASIL *,NOW,Amparo
* BRASIL *,NOW,Artur Nogueira
* BRASIL *,NOW,Araucária
* BRASIL *,NOW,RTD UOL PENHA
* BRASIL *,NOW,Arapongas
* BRASIL *,NOW,VAULT
* BRASIL *,NOW,Aracajú
* BRASIL *,NOW,Aparecida
* BRASIL *,NOW,Americana
* BRASIL *,NOW,NOW ONLINE
* BRASIL *,NOW,NOW
* BRASIL *,NOW - Conteúdo,CONTEUDO COM FALHA
* BRASIL *,Now Online - Net-Claro,Now Online - Claro
* BRASIL *,Now Online - Net-Claro,NOW IP DTH
* BRASIL *,Now Online - Net-Claro,NOW ONLINE
* BRASIL *,Pay TV (Line UP),Cultura
* BRASIL *,Pay TV (Line UP),CLARO TV+
* BRASIL *,Rede HFC/Acesso,Node
* BRASIL *,Rede HFC/Acesso,AP Belair
* BRASIL *,Replay TV,Replay TV
* BRASIL *,Segurança,ACESSO A SITE
* BRASIL *,Serviços Telefonia,Maranhão
* BRASIL *,Serviços Telefonia,NETFONE
* BRASIL *,Servidores/Provisionamento,FACEBOOK
* BRASIL *,Servidores/Provisionamento,BANCO DO BRASIL
* BRASIL *,Servidores/Provisionamento,GRB
* BRASIL *,Servidores/Provisionamento,CLOUDFLARE
* BRASIL *,Servidores/Provisionamento,NAGIOS
* BRASIL *,Servidores/Provisionamento,PSN
* BRASIL *,Servidores/Provisionamento,INSTAGRAM
* BRASIL *,Servidores/Provisionamento,OpenAI
* BRASIL *,Servidores/Provisionamento,BRADESCO
* BRASIL *,Servidores/Provisionamento,TWITTER
* BRASIL *,Servidores/Provisionamento,SPEEDTEST
* BRASIL *,Servidores/Provisionamento,Site Claro.com.br
* BRASIL *,Servidores/Provisionamento,AKAMAI
* BRASIL *,Servidores/Provisionamento,SITE BRASIL BANDA LARGA
* BRASIL *,Servidores/Provisionamento,ITAÚ
* BRASIL *,Servidores/Provisionamento,Servidores DNS
* BRASIL *,Servidores/Provisionamento,TV-SERVIDOR MCS
* BRASIL *,Servidores/Provisionamento,INFRA-TI
* BRASIL *,Servidores/Provisionamento,GLOBO
* BRASIL *,Servidores/Provisionamento,YOUTUBE
* BRASIL *,Servidores/Provisionamento,NEWMONITOR
* BRASIL *,Servidores/Provisionamento,PROVISIONING
* BRASIL *,Servidores/Provisionamento,GGC
* BRASIL *,Servidores/Provisionamento,AZION
* BRASIL *,Servidores/Provisionamento,WHATSAPP
* BRASIL *,Servidores/Provisionamento,NEW DATACENTER
* BRASIL *,Servidores/Provisionamento,NETFLIX
* BRASIL *,Servidores/Provisionamento,SANTANDER
* BRASIL *,Servidores/Provisionamento,BASE LDAP
* BRASIL *,Servidores/Provisionamento,MICROSOFT
* BRASIL *,Servidores/Provisionamento,Jogos Olimpicos Rio 2016
* BRASIL *,Servidores/Provisionamento,AMAZON
* BRASIL *,Servidores/Provisionamento,TELEGRAM
* BRASIL *,Sistemas,ISMC
* BRASIL *,Sistemas,CADEIA ATIVAÇÃO
* BRASIL *,Sistemas,SCAN
* BRASIL *,Sistemas,QUALINET
* BRASIL *,Sistemas,GRB
* BRASIL *,Sistemas,FERRAMENTA
* BRASIL *,Sistemas,ORDEM ATIVAÇÃO
* BRASIL *,Sistemas,LDAP
* BRASIL *,Sistemas,REMEDY
* BRASIL *,Sistemas,VAS (WIFI)
* BRASIL *,Sistemas,PROVISIONING
* BRASIL *,Sistemas,New Datacenter
* BRASIL *,Sistemas,NewMonitor
* BRASIL *,SoftSwitch,DCN
* BRASIL *,SoftSwitch,CDR
* BRASIL *,SoftSwitch,ISMC
* BRASIL *,SoftSwitch,HIQ
* BRASIL *,SoftSwitch,PNT
* BRASIL *,SWITCH DE ACESSO,DATACOM
* BRASIL *,SWITCH DE ACESSO,ASGA
* BRASIL *,TV-Everywhere,Servidor-IDM
* BRASIL *,TV-Everywhere,TV Everywhere_
* BRASIL *,VDN-ICLOUD EBT,VDN-ICLOUD EBT
* BRASIL *,WiFi - Aeroporto,AEROPORTO
* BRASIL *,WiFi - Aeroporto,Autenticação
* BRASIL *,WiFi - AP,WIFI PUBLICO
* BRASIL *,WiFi - AP,Autenticação
* BRASIL *,WiFi - AP,WIFI COMMUNITY
* BRASIL *,WiFi - AP,COMMUNITY
* BRASIL *,WiFi - AP,RADIUS
* BRASIL *,WiFi - AP,WIFI NET
* BRASIL *,WiFi - AP,Jogos Olímpicos Rio 2016
* CTV *,DTH - NOW Online,NOW DTH
* CTV *,NOW,Conteudo
Aguas Lindas De Goias,Links,GPON
Aguas Lindas De Goias,Links,BACKBONE
Agudos,Canal Indisponivel,AXN
Agudos,Infra Estrutura,REDE FTTH
Agudos,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Agudos,Links,GPON
Agudos,Links,BACKBONE
Alfenas,Links,BACKBONE
Alfenas,Links,GPON
Almenara,Canal Indisponivel,AXN
Almirante Tamandaré,Anel Virtua,Não Definido
Almirante Tamandaré,Backbone IP,ROUTER
Almirante Tamandaré,BSoD EBT,BSoD EBT
Almirante Tamandaré,Canal Indisponivel,E! 
Almirante Tamandaré,Canal Indisponivel,HBO PLUS HD
Almirante Tamandaré,Canal Indisponivel,NET INTERATIVA
Almirante Tamandaré,Canal Indisponivel,REDE 21
Almirante Tamandaré,Canal Indisponivel,TELECINE CULT HD
Almirante Tamandaré,Canal Indisponivel,WARNER HD
Almirante Tamandaré,Canal Indisponivel,CANAL RURAL
Almirante Tamandaré,Canal Indisponivel,DISNEY JUNIOR
Almirante Tamandaré,Canal Indisponivel,HBO FAMILY HD
Almirante Tamandaré,Canal Indisponivel,NBR
Almirante Tamandaré,Canal Indisponivel,RECORD HD
Almirante Tamandaré,Canal Indisponivel,TELECINE ACTION
Almirante Tamandaré,Canal Indisponivel,VH1 MEGAHITS
Almirante Tamandaré,Canal Indisponivel,CANAL BRASIL HD
Almirante Tamandaré,Canal Indisponivel,DISCOVERY TURBO HD
Almirante Tamandaré,Canal Indisponivel,GNT HD
Almirante Tamandaré,Canal Indisponivel,NATGEO WILD HD
Almirante Tamandaré,Canal Indisponivel,PRIME BOX BRAZIL
Almirante Tamandaré,Canal Indisponivel,SYFY
Almirante Tamandaré,Canal Indisponivel,UNIVERSAL CHANNEL
Almirante Tamandaré,Canal Indisponivel,BLOOMBERG
Almirante Tamandaré,Canal Indisponivel,DISCOVERY KIDS HD
Almirante Tamandaré,Canal Indisponivel,GLOOB
Almirante Tamandaré,Canal Indisponivel,MULTIshow_
Almirante Tamandaré,Canal Indisponivel,PREMIERE HD2
Almirante Tamandaré,Canal Indisponivel,SPORTV3
Almirante Tamandaré,Canal Indisponivel,TV SENADO
Almirante Tamandaré,Canal Indisponivel,BBC WORLD NEWS
Almirante Tamandaré,Canal Indisponivel,DISCOVERY HD
Almirante Tamandaré,Canal Indisponivel,GLOBO NEWS
Almirante Tamandaré,Canal Indisponivel,MIX TV
Almirante Tamandaré,Canal Indisponivel,PREMIERE 8
Almirante Tamandaré,Canal Indisponivel,SPORTV HD
Almirante Tamandaré,Canal Indisponivel,TV JUSTIÇA
Almirante Tamandaré,Canal Indisponivel,BAND SPORTS HD
Almirante Tamandaré,Canal Indisponivel,DISC. HOME & HEALTH HD
Almirante Tamandaré,Canal Indisponivel,GAZETA
Almirante Tamandaré,Canal Indisponivel,MEGA TV
Almirante Tamandaré,Canal Indisponivel,PREMIERE 5
